gid spike-times
77 61.0,126.0,193.0,237.0,305.0,372.0,437.0,500.0,564.0,623.0,691.0,764.0,838.0,899.0,972.0,1033.0,1104.0,1170.0,1222.0,1280.0,1353.0,1403.0,1458.0,1510.0,1586.0,1657.0,1707.0,1772.0,1831.0,1903.0,1967.0,2032.0,2098.0,2172.0,2245.0,2303.0,2364.0,2426.0,2491.0,2560.0,2630.0,2701.0,2775.0,2840.0,2904.0,2965.0,3028.0,3091.0,3159.0,3233.0,3293.0,3347.0,3413.0,3489.0,3558.0,3629.0,3704.0,3773.0,3832.0,3904.0,3973.0,4045.0,4102.0,4165.0,4245.0,4313.0,4381.0,4441.0,4505.0,4566.0,4629.0,4694.0,4770.0,4820.0,4883.0,4948.0,5011.0,5082.0,5152.0,5218.0,5283.0,5346.0,5401.0,5478.0,5533.0,5602.0,5668.0,5726.0,5798.0,5870.0,5938.0,6007.0,6073.0,7076.652,8090.652,8176.732,8247.732,8307.732,8363.732,8442.732,8499.732,8560.732,8624.732,8689.732,8750.732,8805.732,8866.732,8938.732,9003.732,9066.732,9126.732,9202.732,9268.732,9336.732,9398.732,9468.732,9530.732,9598.732,9667.732,9739.732,9800.732,9870.732,9929.732
78 67.0,133.0,200.0,273.0,338.0,397.0,477.0,546.0,611.0,685.0,757.0,832.0,898.0,965.0,1027.0,1097.0,1162.0,1239.0,1292.0,1347.0,1410.0,1471.0,1530.0,1599.0,1676.0,1756.0,1828.0,1889.0,1947.0,2015.0,2090.0,2177.0,2259.0,2337.0,2399.0,2455.0,2522.0,2595.0,2656.0,2715.0,2787.0,2853.0,2915.0,2977.0,3034.0,3104.0,3169.0,3245.0,3306.0,3357.0,3418.0,3478.0,3557.0,3618.0,3686.0,3745.0,3827.0,3889.0,3957.0,4012.0,4076.0,4139.0,4196.0,4260.0,4314.0,4391.0,4453.0,4519.0,4584.0,4655.0,4711.0,4770.0,4827.0,4909.0,4985.0,5047.0,5097.0,5168.0,5228.0,5296.0,5366.0,5445.0,5518.0,5578.0,5643.0,5702.0,5758.0,5829.0,5895.0,5971.0,6041.0,7038.652,7995.652,8168.732,8232.732,8291.732,8367.732,8441.732,8506.732,8572.732,8632.732,8704.732,8769.732,8845.732,8921.732,8980.732,9062.732,9126.732,9179.732,9238.732,9333.732,9393.732,9445.732,9501.732,9570.732,9644.732,9710.732,9777.732,9843.732,9913.732,9990.732
79 65.0,125.0,190.0,248.0,319.0,393.0,454.0,513.0,566.0,623.0,694.0,751.0,816.0,881.0,947.0,1016.0,1080.0,1145.0,1220.0,1284.0,1345.0,1405.0,1469.0,1533.0,1588.0,1651.0,1721.0,1788.0,1850.0,1916.0,1984.0,2059.0,2124.0,2183.0,2262.0,2334.0,2406.0,2468.0,2537.0,2587.0,2659.0,2724.0,2792.0,2843.0,2906.0,2960.0,3029.0,3089.0,3157.0,3214.0,3278.0,3331.0,3398.0,3474.0,3541.0,3607.0,3669.0,3738.0,3796.0,3853.0,3922.0,3979.0,4041.0,4106.0,4187.0,4257.0,4327.0,4403.0,4490.0,4562.0,4628.0,4703.0,4785.0,4871.0,4935.0,5007.0,5082.0,5150.0,5228.0,5291.0,5351.0,5432.0,5500.0,5581.0,5648.0,5722.0,5781.0,5845.0,5918.0,5991.0,6057.0,7107.652,8070.652,8172.732,8243.732,8310.732,8372.732,8452.732,8533.732,8591.732,8653.732,8718.732,8789.732,8849.732,8933.732,8981.732,9048.732,9117.732,9183.732,9253.732,9313.732,9383.732,9456.732,9520.732,9602.732,9670.732,9725.732,9790.732,9855.732,9925.732,9990.732
80 53.0,102.0,172.0,243.0,302.0,384.0,457.0,515.0,596.0,648.0,713.0,777.0,840.0,910.0,977.0,1025.0,1096.0,1170.0,1248.0,1296.0,1361.0,1431.0,1483.0,1549.0,1619.0,1696.0,1767.0,1827.0,1897.0,1959.0,2025.0,2082.0,2150.0,2215.0,2279.0,2333.0,2397.0,2458.0,2524.0,2600.0,2674.0,2729.0,2793.0,2851.0,2920.0,2992.0,3061.0,3149.0,3218.0,3294.0,3377.0,3433.0,3499.0,3570.0,3642.0,3705.0,3773.0,3848.0,3909.0,3970.0,4054.0,4130.0,4188.0,4246.0,4325.0,4387.0,4442.0,4508.0,4576.0,4634.0,4704.0,4763.0,4837.0,4895.0,4959.0,5020.0,5089.0,5162.0,5211.0,5277.0,5362.0,5433.0,5499.0,5556.0,5613.0,5676.0,5748.0,5810.0,5869.0,5937.0,6002.0,6067.0,7069.652,8063.652,8192.732,8255.732,8318.732,8397.732,8468.732,8537.732,8598.732,8663.732,8729.732,8787.732,8845.732,8900.732,8971.732,9038.732,9097.732,9166.732,9227.732,9290.732,9375.732,9443.732,9520.732,9609.732,9675.732,9745.732,9821.732,9890.732,9948.732
81 54.0,119.0,201.0,270.0,336.0,401.0,461.0,532.0,594.0,665.0,733.0,794.0,869.0,940.0,1000.0,1063.0,1129.0,1209.0,1266.0,1329.0,1386.0,1467.0,1529.0,1592.0,1659.0,1724.0,1793.0,1874.0,1943.0,2004.0,2071.0,2148.0,2216.0,2274.0,2327.0,2371.0,2437.0,2513.0,2586.0,2653.0,2711.0,2768.0,2839.0,2914.0,2983.0,3045.0,3126.0,3212.0,3266.0,3331.0,3390.0,3454.0,3527.0,3581.0,3651.0,3727.0,3791.0,3874.0,3931.0,3991.0,4065.0,4134.0,4211.0,4275.0,4358.0,4433.0,4501.0,4570.0,4643.0,4720.0,4780.0,4849.0,4920.0,4970.0,5022.0,5100.0,5166.0,5238.0,5303.0,5357.0,5419.0,5503.0,5576.0,5641.0,5715.0,5766.0,5822.0,5892.0,5960.0,6027.0,7062.652,8081.652,8185.732,8244.732,8309.732,8370.732,8433.732,8501.732,8575.732,8641.732,8694.732,8750.732,8816.732,8879.732,8942.732,9008.732,9065.732,9133.732,9205.732,9268.732,9337.732,9401.732,9451.732,9522.732,9584.732,9664.732,9723.732,9776.732,9847.732,9912.732,9987.732
82 56.0,132.0,194.0,267.0,324.0,382.0,434.0,490.0,565.0,635.0,686.0,748.0,805.0,858.0,913.0,981.0,1041.0,1098.0,1170.0,1242.0,1331.0,1397.0,1466.0,1523.0,1601.0,1656.0,1720.0,1774.0,1846.0,1911.0,1973.0,2054.0,2107.0,2166.0,2232.0,2291.0,2351.0,2410.0,2483.0,2557.0,2638.0,2701.0,2768.0,2829.0,2899.0,2972.0,3039.0,3094.0,3168.0,3227.0,3309.0,3371.0,3439.0,3494.0,3557.0,3627.0,3688.0,3756.0,3823.0,3900.0,3963.0,4031.0,4097.0,4156.0,4219.0,4276.0,4337.0,4402.0,4467.0,4532.0,4600.0,4666.0,4741.0,4795.0,4866.0,4923.0,4991.0,5053.0,5118.0,5188.0,5266.0,5344.0,5407.0,5462.0,5524.0,5598.0,5661.0,5724.0,5811.0,5861.0,5938.0,6020.0,7037.652,8091.652,8172.732,8236.732,8300.732,8348.732,8430.732,8478.732,8533.732,8597.732,8671.732,8725.732,8796.732,8854.732,8902.732,8963.732,9036.732,9098.732,9171.732,9245.732,9318.732,9376.732,9445.732,9497.732,9566.732,9635.732,9688.732,9751.732,9800.732,9867.732,9941.732
83 72.0,144.0,213.0,285.0,344.0,415.0,472.0,527.0,601.0,658.0,728.0,801.0,862.0,918.0,970.0,1044.0,1109.0,1162.0,1228.0,1298.0,1366.0,1444.0,1501.0,1577.0,1652.0,1715.0,1779.0,1845.0,1912.0,1980.0,2051.0,2115.0,2184.0,2246.0,2331.0,2399.0,2465.0,2535.0,2606.0,2670.0,2742.0,2805.0,2871.0,2935.0,3000.0,3067.0,3127.0,3182.0,3254.0,3323.0,3381.0,3453.0,3516.0,3610.0,3670.0,3731.0,3793.0,3852.0,3942.0,4013.0,4079.0,4136.0,4217.0,4273.0,4343.0,4408.0,4488.0,4554.0,4610.0,4684.0,4739.0,4810.0,4880.0,4945.0,5006.0,5080.0,5147.0,5223.0,5300.0,5358.0,5427.0,5499.0,5564.0,5626.0,5707.0,5779.0,5844.0,5902.0,5967.0,6033.0,7040.652,7999.652,8171.732,8238.732,8305.732,8388.732,8459.732,8527.732,8598.732,8655.732,8721.732,8770.732,8833.732,8901.732,8955.732,9010.732,9066.732,9129.732,9190.732,9276.732,9345.732,9404.732,9476.732,9538.732,9608.732,9659.732,9744.732,9820.732,9892.732,9956.732
84 73.0,144.0,195.0,276.0,342.0,411.0,463.0,527.0,590.0,653.0,720.0,793.0,860.0,918.0,995.0,1067.0,1144.0,1220.0,1294.0,1355.0,1439.0,1506.0,1558.0,1617.0,1673.0,1750.0,1810.0,1877.0,1937.0,2004.0,2064.0,2133.0,2188.0,2263.0,2340.0,2409.0,2476.0,2534.0,2603.0,2663.0,2726.0,2791.0,2843.0,2905.0,2975.0,3047.0,3119.0,3196.0,3244.0,3303.0,3368.0,3437.0,3509.0,3571.0,3639.0,3711.0,3780.0,3850.0,3904.0,3958.0,4031.0,4113.0,4174.0,4249.0,4315.0,4368.0,4427.0,4502.0,4569.0,4625.0,4681.0,4751.0,4825.0,4883.0,4952.0,5017.0,5089.0,5155.0,5209.0,5276.0,5336.0,5388.0,5451.0,5506.0,5577.0,5655.0,5716.0,5772.0,5834.0,5885.0,5940.0,6021.0,7097.652,8165.732,8229.732,8303.732,8369.732,8430.732,8504.732,8577.732,8651.732,8716.732,8782.732,8857.732,8917.732,8991.732,9057.732,9136.732,9197.732,9264.732,9344.732,9418.732,9486.732,9563.732,9643.732,9707.732,9786.732,9855.732,9921.732,9995.732
85 85.0,151.0,216.0,282.0,332.0,386.0,460.0,527.0,594.0,656.0,725.0,794.0,871.0,953.0,1017.0,1087.0,1165.0,1233.0,1311.0,1372.0,1436.0,1501.0,1572.0,1643.0,1716.0,1782.0,1847.0,1903.0,1972.0,2045.0,2102.0,2166.0,2231.0,2314.0,2380.0,2436.0,2515.0,2572.0,2637.0,2694.0,2757.0,2840.0,2898.0,2948.0,3023.0,3087.0,3157.0,3219.0,3281.0,3353.0,3416.0,3509.0,3571.0,3619.0,3700.0,3766.0,3826.0,3891.0,3965.0,4034.0,4111.0,4177.0,4243.0,4304.0,4397.0,4472.0,4541.0,4592.0,4660.0,4725.0,4789.0,4849.0,4913.0,4970.0,5034.0,5113.0,5179.0,5249.0,5316.0,5376.0,5438.0,5500.0,5555.0,5631.0,5700.0,5774.0,5824.0,5907.0,5965.0,6033.0,7081.652,8176.732,8236.732,8297.732,8366.732,8431.732,8494.732,8565.732,8626.732,8694.732,8760.732,8817.732,8884.732,8946.732,9019.732,9095.732,9167.732,9244.732,9303.732,9349.732,9419.732,9483.732,9543.732,9617.732,9685.732,9756.732,9809.732,9869.732,9941.732
86 75.0,143.0,207.0,285.0,367.0,431.0,491.0,561.0,632.0,692.0,766.0,830.0,895.0,963.0,1023.0,1097.0,1170.0,1243.0,1305.0,1381.0,1453.0,1513.0,1575.0,1637.0,1694.0,1767.0,1845.0,1903.0,1970.0,2035.0,2106.0,2172.0,2244.0,2310.0,2378.0,2445.0,2519.0,2586.0,2651.0,2703.0,2766.0,2823.0,2884.0,2950.0,3034.0,3107.0,3162.0,3231.0,3297.0,3368.0,3427.0,3492.0,3570.0,3633.0,3712.0,3772.0,3842.0,3911.0,3966.0,4026.0,4079.0,4143.0,4213.0,4268.0,4328.0,4379.0,4460.0,4525.0,4600.0,4660.0,4735.0,4792.0,4856.0,4914.0,4989.0,5061.0,5136.0,5215.0,5288.0,5354.0,5413.0,5490.0,5561.0,5626.0,5692.0,5744.0,5797.0,5879.0,5945.0,6011.0,6076.0,7121.652,8107.652,8187.732,8256.732,8330.732,8402.732,8460.732,8527.732,8595.732,8657.732,8718.732,8795.732,8852.732,8901.732,8945.732,9011.732,9080.732,9149.732,9228.732,9291.732,9360.732,9421.732,9486.732,9558.732,9627.732,9695.732,9757.732,9824.732,9883.732,9956.732
87 76.0,137.0,192.0,255.0,326.0,388.0,454.0,514.0,586.0,648.0,722.0,789.0,846.0,910.0,980.0,1053.0,1133.0,1197.0,1271.0,1323.0,1381.0,1437.0,1515.0,1589.0,1653.0,1727.0,1785.0,1840.0,1906.0,1961.0,2038.0,2108.0,2167.0,2235.0,2293.0,2362.0,2418.0,2487.0,2543.0,2610.0,2683.0,2743.0,2821.0,2883.0,2944.0,3004.0,3063.0,3132.0,3193.0,3242.0,3308.0,3369.0,3446.0,3517.0,3588.0,3641.0,3703.0,3774.0,3834.0,3909.0,3984.0,4054.0,4119.0,4199.0,4258.0,4328.0,4392.0,4460.0,4506.0,4554.0,4627.0,4689.0,4770.0,4836.0,4909.0,4987.0,5043.0,5120.0,5182.0,5246.0,5311.0,5395.0,5461.0,5531.0,5589.0,5644.0,5711.0,5760.0,5824.0,5900.0,5979.0,6053.0,7145.652,8072.652,8171.732,8236.732,8290.732,8358.732,8424.732,8489.732,8559.732,8621.732,8701.732,8765.732,8833.732,8896.732,8964.732,9039.732,9100.732,9163.732,9234.732,9304.732,9375.732,9430.732,9497.732,9574.732,9643.732,9725.732,9785.732,9862.732,9921.732,9988.732
88 77.0,143.0,200.0,261.0,335.0,399.0,476.0,546.0,620.0,684.0,753.0,812.0,871.0,933.0,995.0,1073.0,1123.0,1193.0,1256.0,1317.0,1373.0,1440.0,1513.0,1574.0,1635.0,1715.0,1796.0,1862.0,1927.0,1999.0,2069.0,2136.0,2195.0,2253.0,2326.0,2378.0,2446.0,2505.0,2560.0,2632.0,2695.0,2764.0,2839.0,2916.0,2976.0,3044.0,3104.0,3186.0,3245.0,3297.0,3371.0,3440.0,3521.0,3592.0,3667.0,3721.0,3800.0,3880.0,3958.0,4015.0,4077.0,4158.0,4217.0,4277.0,4337.0,4394.0,4461.0,4521.0,4582.0,4666.0,4732.0,4801.0,4872.0,4936.0,5005.0,5060.0,5131.0,5201.0,5274.0,5341.0,5410.0,5492.0,5568.0,5641.0,5715.0,5781.0,5840.0,5898.0,5963.0,6044.0,7068.652,8077.652,8173.732,8249.732,8310.732,8391.732,8453.732,8516.732,8567.732,8633.732,8694.732,8752.732,8827.732,8894.732,8959.732,9026.732,9100.732,9158.732,9213.732,9287.732,9356.732,9429.732,9486.732,9557.732,9637.732,9723.732,9793.732,9873.732,9941.732,9995.732
89 77.0,144.0,222.0,289.0,355.0,417.0,469.0,537.0,591.0,658.0,729.0,813.0,871.0,938.0,1025.0,1074.0,1144.0,1213.0,1281.0,1340.0,1402.0,1476.0,1561.0,1624.0,1672.0,1743.0,1831.0,1911.0,1975.0,2054.0,2135.0,2205.0,2274.0,2341.0,2411.0,2472.0,2534.0,2593.0,2645.0,2702.0,2755.0,2814.0,2890.0,2958.0,3022.0,3079.0,3138.0,3212.0,3283.0,3336.0,3398.0,3462.0,3530.0,3599.0,3666.0,3726.0,3793.0,3868.0,3926.0,4001.0,4079.0,4155.0,4212.0,4284.0,4359.0,4423.0,4494.0,4566.0,4630.0,4700.0,4766.0,4823.0,4899.0,4966.0,5034.0,5107.0,5174.0,5231.0,5308.0,5364.0,5430.0,5502.0,5562.0,5630.0,5708.0,5774.0,5827.0,5894.0,5956.0,6011.0,6072.0,7133.652,8147.732,8206.732,8277.732,8341.732,8417.732,8471.732,8534.732,8589.732,8659.732,8712.732,8779.732,8845.732,8924.732,8984.732,9048.732,9103.732,9163.732,9228.732,9302.732,9373.732,9440.732,9508.732,9578.732,9643.732,9710.732,9771.732,9838.732,9912.732,9969.732
90 62.0,129.0,190.0,263.0,323.0,384.0,453.0,513.0,590.0,644.0,718.0,789.0,856.0,921.0,986.0,1057.0,1115.0,1176.0,1245.0,1302.0,1371.0,1427.0,1497.0,1567.0,1624.0,1697.0,1761.0,1825.0,1888.0,1956.0,2020.0,2094.0,2169.0,2240.0,2294.0,2365.0,2418.0,2490.0,2558.0,2633.0,2696.0,2757.0,2810.0,2880.0,2949.0,3020.0,3080.0,3142.0,3220.0,3277.0,3340.0,3404.0,3487.0,3573.0,3656.0,3718.0,3783.0,3843.0,3918.0,3988.0,4052.0,4131.0,4208.0,4280.0,4344.0,4403.0,4459.0,4531.0,4606.0,4671.0,4725.0,4808.0,4871.0,4946.0,5015.0,5088.0,5142.0,5202.0,5273.0,5340.0,5407.0,5467.0,5527.0,5592.0,5641.0,5709.0,5766.0,5846.0,5910.0,5983.0,6042.0,7036.652,8016.652,8177.732,8241.732,8308.732,8373.732,8427.732,8486.732,8547.732,8613.732,8670.732,8720.732,8775.732,8837.732,8912.732,8999.732,9074.732,9146.732,9220.732,9290.732,9356.732,9418.732,9493.732,9555.732,9629.732,9701.732,9748.732,9800.732,9860.732,9928.732,9983.732
91 77.0,152.0,216.0,290.0,360.0,422.0,480.0,541.0,603.0,681.0,748.0,814.0,892.0,946.0,1023.0,1079.0,1147.0,1206.0,1273.0,1347.0,1401.0,1464.0,1541.0,1600.0,1675.0,1752.0,1814.0,1888.0,1975.0,2064.0,2129.0,2194.0,2268.0,2331.0,2386.0,2451.0,2513.0,2575.0,2649.0,2702.0,2774.0,2840.0,2908.0,2979.0,3052.0,3115.0,3187.0,3250.0,3323.0,3387.0,3442.0,3494.0,3569.0,3635.0,3695.0,3774.0,3840.0,3913.0,3974.0,4027.0,4084.0,4151.0,4211.0,4276.0,4356.0,4430.0,4480.0,4566.0,4641.0,4690.0,4756.0,4820.0,4873.0,4931.0,5009.0,5081.0,5142.0,5224.0,5290.0,5356.0,5423.0,5487.0,5554.0,5612.0,5684.0,5744.0,5812.0,5878.0,5945.0,6002.0,6069.0,7083.652,8084.652,8173.732,8251.732,8320.732,8386.732,8454.732,8517.732,8576.732,8648.732,8729.732,8802.732,8865.732,8947.732,9019.732,9078.732,9141.732,9204.732,9264.732,9320.732,9386.732,9452.732,9513.732,9574.732,9644.732,9693.732,9761.732,9833.732,9898.732,9955.732
92 69.0,156.0,223.0,285.0,350.0,411.0,464.0,530.0,595.0,649.0,709.0,790.0,849.0,918.0,983.0,1051.0,1124.0,1212.0,1274.0,1324.0,1394.0,1464.0,1530.0,1592.0,1666.0,1730.0,1804.0,1878.0,1942.0,2000.0,2064.0,2129.0,2187.0,2253.0,2305.0,2374.0,2440.0,2515.0,2575.0,2644.0,2711.0,2791.0,2860.0,2915.0,2990.0,3063.0,3135.0,3206.0,3269.0,3346.0,3405.0,3460.0,3525.0,3593.0,3658.0,3726.0,3792.0,3863.0,3924.0,4010.0,4079.0,4139.0,4199.0,4265.0,4319.0,4383.0,4448.0,4509.0,4576.0,4641.0,4695.0,4777.0,4828.0,4875.0,4944.0,5000.0,5060.0,5116.0,5191.0,5255.0,5331.0,5394.0,5459.0,5537.0,5599.0,5655.0,5723.0,5791.0,5862.0,5919.0,5981.0,6050.0,7061.652,8065.652,8178.732,8246.732,8316.732,8372.732,8428.732,8490.732,8552.732,8618.732,8683.732,8752.732,8817.732,8884.732,8961.732,9020.732,9082.732,9133.732,9208.732,9260.732,9343.732,9411.732,9486.732,9559.732,9622.732,9683.732,9755.732,9835.732,9909.732,9981.732
93 60.0,124.0,203.0,266.0,340.0,405.0,471.0,542.0,615.0,670.0,730.0,799.0,852.0,915.0,971.0,1037.0,1103.0,1159.0,1231.0,1294.0,1370.0,1436.0,1501.0,1575.0,1644.0,1724.0,1791.0,1864.0,1915.0,1976.0,2038.0,2110.0,2189.0,2256.0,2316.0,2394.0,2464.0,2529.0,2600.0,2658.0,2717.0,2786.0,2848.0,2915.0,2987.0,3043.0,3112.0,3170.0,3234.0,3302.0,3373.0,3454.0,3519.0,3594.0,3665.0,3733.0,3788.0,3864.0,3934.0,4001.0,4062.0,4141.0,4190.0,4245.0,4310.0,4365.0,4426.0,4508.0,4564.0,4629.0,4704.0,4759.0,4836.0,4902.0,4972.0,5045.0,5114.0,5183.0,5250.0,5321.0,5392.0,5457.0,5527.0,5606.0,5671.0,5749.0,5809.0,5863.0,5927.0,5995.0,6075.0,7093.652,8067.652,8160.732,8235.732,8293.732,8356.732,8428.732,8502.732,8565.732,8625.732,8694.732,8758.732,8829.732,8890.732,8960.732,9037.732,9110.732,9167.732,9229.732,9289.732,9355.732,9438.732,9508.732,9567.732,9619.732,9679.732,9737.732,9807.732,9873.732,9922.732,9982.732
94 66.0,131.0,213.0,274.0,345.0,407.0,472.0,534.0,599.0,646.0,720.0,773.0,839.0,909.0,973.0,1041.0,1111.0,1173.0,1241.0,1306.0,1374.0,1433.0,1515.0,1582.0,1649.0,1715.0,1767.0,1838.0,1911.0,1987.0,2051.0,2112.0,2188.0,2250.0,2319.0,2392.0,2456.0,2515.0,2579.0,2645.0,2704.0,2774.0,2867.0,2932.0,3010.0,3064.0,3116.0,3187.0,3254.0,3318.0,3383.0,3451.0,3513.0,3586.0,3651.0,3708.0,3786.0,3857.0,3942.0,4008.0,4061.0,4132.0,4195.0,4264.0,4335.0,4401.0,4473.0,4541.0,4598.0,4659.0,4731.0,4783.0,4863.0,4935.0,4996.0,5052.0,5113.0,5176.0,5238.0,5313.0,5380.0,5456.0,5523.0,5587.0,5648.0,5728.0,5800.0,5868.0,5927.0,5986.0,6050.0,7109.652,8101.652,8165.732,8233.732,8303.732,8383.732,8450.732,8519.732,8593.732,8665.732,8716.732,8780.732,8841.732,8907.732,8973.732,9052.732,9135.732,9185.732,9266.732,9331.732,9384.732,9454.732,9525.732,9594.732,9667.732,9727.732,9788.732,9854.732,9931.732,9994.732
95 68.0,147.0,204.0,272.0,342.0,406.0,482.0,552.0,632.0,697.0,777.0,832.0,886.0,956.0,1022.0,1084.0,1148.0,1221.0,1273.0,1344.0,1423.0,1505.0,1572.0,1631.0,1690.0,1754.0,1810.0,1878.0,1950.0,2033.0,2091.0,2150.0,2221.0,2295.0,2361.0,2435.0,2509.0,2564.0,2637.0,2710.0,2774.0,2846.0,2912.0,2982.0,3057.0,3133.0,3206.0,3279.0,3338.0,3416.0,3487.0,3552.0,3620.0,3676.0,3736.0,3798.0,3867.0,3946.0,4006.0,4066.0,4131.0,4206.0,4273.0,4331.0,4400.0,4448.0,4511.0,4562.0,4637.0,4704.0,4773.0,4844.0,4910.0,4966.0,5035.0,5111.0,5176.0,5246.0,5315.0,5371.0,5430.0,5512.0,5577.0,5646.0,5713.0,5773.0,5836.0,5897.0,5957.0,6025.0,7054.652,8018.652,8185.732,8259.732,8317.732,8379.732,8444.732,8511.732,8588.732,8645.732,8708.732,8763.732,8831.732,8903.732,8972.732,9033.732,9091.732,9167.732,9241.732,9305.732,9386.732,9444.732,9518.732,9590.732,9644.732,9710.732,9767.732,9846.732,9909.732,9994.732
96 62.0,146.0,210.0,300.0,367.0,422.0,496.0,546.0,614.0,682.0,747.0,820.0,877.0,939.0,1005.0,1057.0,1139.0,1193.0,1262.0,1314.0,1386.0,1472.0,1550.0,1636.0,1702.0,1765.0,1841.0,1909.0,1970.0,2042.0,2119.0,2178.0,2243.0,2297.0,2356.0,2428.0,2482.0,2553.0,2626.0,2695.0,2745.0,2808.0,2864.0,2923.0,2983.0,3055.0,3125.0,3195.0,3263.0,3330.0,3399.0,3467.0,3533.0,3603.0,3665.0,3716.0,3796.0,3861.0,3945.0,4009.0,4081.0,4153.0,4225.0,4292.0,4371.0,4429.0,4501.0,4567.0,4628.0,4706.0,4764.0,4825.0,4897.0,4976.0,5055.0,5129.0,5197.0,5253.0,5326.0,5391.0,5464.0,5536.0,5588.0,5655.0,5714.0,5776.0,5859.0,5935.0,5996.0,6070.0,7078.652,8092.652,8179.732,8260.732,8337.732,8402.732,8462.732,8525.732,8594.732,8668.732,8735.732,8812.732,8887.732,8966.732,9018.732,9083.732,9149.732,9213.732,9283.732,9330.732,9398.732,9470.732,9540.732,9624.732,9691.732,9748.732,9800.732,9883.732,9941.732
97 79.0,139.0,195.0,249.0,312.0,366.0,437.0,502.0,577.0,656.0,732.0,786.0,859.0,931.0,993.0,1058.0,1124.0,1197.0,1285.0,1361.0,1430.0,1502.0,1573.0,1651.0,1720.0,1798.0,1865.0,1928.0,1991.0,2045.0,2116.0,2191.0,2264.0,2326.0,2399.0,2476.0,2530.0,2584.0,2637.0,2700.0,2754.0,2817.0,2891.0,2949.0,3026.0,3084.0,3149.0,3213.0,3281.0,3351.0,3408.0,3468.0,3534.0,3593.0,3653.0,3729.0,3794.0,3872.0,3925.0,3978.0,4054.0,4118.0,4176.0,4248.0,4318.0,4387.0,4457.0,4527.0,4602.0,4671.0,4738.0,4816.0,4879.0,4945.0,5008.0,5071.0,5147.0,5213.0,5257.0,5321.0,5384.0,5452.0,5510.0,5576.0,5637.0,5699.0,5767.0,5829.0,5916.0,5983.0,6045.0,7104.652,8090.652,8172.732,8246.732,8307.732,8384.732,8453.732,8518.732,8587.732,8653.732,8719.732,8787.732,8845.732,8906.732,8972.732,9047.732,9104.732,9164.732,9234.732,9299.732,9365.732,9439.732,9507.732,9577.732,9652.732,9713.732,9780.732,9839.732,9917.732,9982.732
98 68.0,136.0,203.0,274.0,338.0,410.0,491.0,556.0,617.0,669.0,730.0,799.0,878.0,939.0,1003.0,1075.0,1130.0,1209.0,1275.0,1344.0,1413.0,1467.0,1534.0,1598.0,1677.0,1748.0,1807.0,1869.0,1933.0,2008.0,2085.0,2142.0,2197.0,2271.0,2337.0,2403.0,2471.0,2534.0,2592.0,2661.0,2738.0,2805.0,2855.0,2939.0,3013.0,3082.0,3138.0,3210.0,3272.0,3337.0,3404.0,3476.0,3556.0,3617.0,3680.0,3763.0,3819.0,3884.0,3957.0,4012.0,4075.0,4137.0,4224.0,4280.0,4345.0,4400.0,4468.0,4525.0,4580.0,4658.0,4716.0,4776.0,4838.0,4899.0,4974.0,5045.0,5124.0,5193.0,5259.0,5317.0,5394.0,5461.0,5531.0,5584.0,5648.0,5703.0,5781.0,5861.0,5932.0,6007.0,7097.652,8042.652,8163.732,8239.732,8294.732,8365.732,8427.732,8497.732,8586.732,8643.732,8713.732,8774.732,8845.732,8907.732,8981.732,9054.732,9121.732,9191.732,9258.732,9324.732,9384.732,9444.732,9508.732,9589.732,9654.732,9723.732,9808.732,9872.732,9932.732
99 75.0,136.0,203.0,271.0,348.0,414.0,471.0,528.0,603.0,663.0,732.0,811.0,888.0,948.0,1022.0,1082.0,1145.0,1213.0,1272.0,1334.0,1403.0,1459.0,1516.0,1577.0,1642.0,1718.0,1775.0,1839.0,1904.0,1975.0,2043.0,2114.0,2174.0,2240.0,2308.0,2368.0,2439.0,2499.0,2554.0,2608.0,2674.0,2745.0,2815.0,2886.0,2939.0,2983.0,3055.0,3126.0,3194.0,3264.0,3319.0,3388.0,3453.0,3525.0,3586.0,3654.0,3728.0,3803.0,3873.0,3943.0,4020.0,4099.0,4159.0,4228.0,4294.0,4365.0,4428.0,4501.0,4579.0,4654.0,4720.0,4787.0,4846.0,4911.0,4973.0,5054.0,5131.0,5191.0,5261.0,5330.0,5399.0,5475.0,5528.0,5583.0,5647.0,5700.0,5776.0,5842.0,5911.0,5982.0,6038.0,7101.652,8081.652,8184.732,8243.732,8319.732,8371.732,8425.732,8485.732,8545.732,8604.732,8675.732,8756.732,8801.732,8866.732,8959.732,9018.732,9090.732,9155.732,9211.732,9268.732,9329.732,9394.732,9478.732,9544.732,9601.732,9675.732,9749.732,9814.732,9881.732,9946.732
